1.680000, 1.255164, 1.032418, 1.250529, 1.034735
1.700000, 1.237758, 1.031121, 1.233253, 1.033373
1.720000, 1.220248, 1.029876, 1.215871, 1.032065
1.740000, 1.202638, 1.028681, 1.198385, 1.030807
1.760000, 1.184932, 1.027534, 1.180801, 1.029599
1.780000, 1.167135, 1.026433, 1.163122, 1.028439
1.800000, 1.149249, 1.025375, 1.145353, 1.027324
1.820000, 1.131279, 1.024360, 1.127495, 1.026252
1.840000, 1.113228, 1.023386, 1.109554, 1.025223
1.860000, 1.095099, 1.022450, 1.091532, 1.024234
1.880000, 1.076895, 1.021552, 1.073433, 1.023284
1.900000, 1.058619, 1.020690, 1.055258, 1.022371
1.920000, 1.040275, 1.019863, 1.037013, 1.021494
1.940000, 1.021864, 1.019068, 1.018698, 1.020651
1.960000, 1.003389, 1.018305, 1.000318, 1.019841
1.980000, 0.984854, 1.017573, 0.981874, 1.019063
2.000000, 0.966259, 1.016870, 0.963369, 1.018316
