0.000000, 1.000000, 2.000000, 1.000000, 2.000000
0.020000, 1.060000, 1.960000, 1.058421, 1.960789
0.040000, 1.116800, 1.921600, 1.113767, 1.923116
0.060000, 1.170528, 1.884736, 1.166159, 1.886920
0.080000, 1.221307, 1.849347, 1.215712, 1.852144
0.100000, 1.269255, 1.815373, 1.262538, 1.818731
0.120000, 1.314484, 1.782758, 1.306744, 1.786628
0.140000, 1.357105, 1.751447, 1.348433, 1.755784
0.160000, 1.397221, 1.721390, 1.387702, 1.726149
0.180000, 1.434932, 1.692534, 1.424647, 1.697676
0.200000, 1.470335, 1.664833, 1.459360, 1.670320
0.220000, 1.503521, 1.638239, 1.491927, 1.644036
0.240000, 1.534580, 1.612710, 1.522433, 1.618783
0.260000, 1.563597, 1.588201, 1.550959, 1.594521
0.280000, 1.590653, 1.564673, 1.577582, 1.571209
0.300000, 1.615827, 1.542086, 1.602377, 1.548812
0.320000, 1.639194, 1.520403, 1.625415, 1.527292
0.340000, 1.660826, 1.499587, 1.646766, 1.506617
0.360000, 1.680793, 1.479603, 1.666495, 1.486752
0.380000, 1.699162, 1.460419, 1.684667, 1.467666
0.400000, 1.715995, 1.442002, 1.701342, 1.449329
0.420000, 1.731355, 1.424322, 1.716579, 1.431711
0.440000, 1.745301, 1.407349, 1.730434, 1.414783
0.460000, 1.757889, 1.391055, 1.742962, 1.398519
0.480000, 1.769174, 1.375413, 1.754214, 1.382893
0.500000, 1.779207, 1.360397, 1.764241, 1.367879
0.520000, 1.788038, 1.345981, 1.773091, 1.353455
0.540000, 1.795717, 1.332142, 1.780809, 1.339596
0.560000, 1.802288, 1.318856, 1.787440, 1.326280
0.580000, 1.807797, 1.306102, 1.793028, 1.313486
0.600000, 1.812285, 1.293858, 1.797612, 1.301194
0.620000, 1.815793, 1.282103, 1.801232, 1.289384
0.640000, 1.818362, 1.270819, 1.803925, 1.278037
0.660000, 1.820027, 1.259986, 1.805729, 1.267135
0.680000, 1.820826, 1.249587, 1.806678, 1.256661
0.700000, 1.820793, 1.239603, 1.806806, 1.246597
0.720000, 1.819961, 1.230019, 1.806144, 1.236928
0.740000, 1.818363, 1.220819, 1.804725, 1.227638
0.760000, 1.816028, 1.211986, 1.802576, 1.218712
0.780000, 1.812987, 1.203506, 1.799728, 1.210136
0.800000, 1.809268, 1.195366, 1.796207, 1.201897
0.820000, 1.804897, 1.187552, 1.792040, 1.193980
0.840000, 1.799901, 1.180049, 1.787252, 1.186374
0.860000, 1.794305, 1.172847, 1.781868, 1.179066
0.880000, 1.788133, 1.165934, 1.775910, 1.172045
0.900000, 1.781408, 1.159296, 1.769402, 1.165299
0.920000, 1.774151, 1.152924, 1.762365, 1.158817
0.940000, 1.766385, 1.146807, 1.754820, 1.152590
0.960000, 1.758130, 1.140935, 1.746786, 1.146607
0.980000, 1.749405, 1.135298, 1.738283, 1.140858
1.000000, 1.740228, 1.129886, 1.729329, 1.135335
1.020000, 1.730619, 1.124690, 1.719943, 1.130029
1.040000, 1.720595, 1.119703, 1.710140, 1.124930
1.060000, 1.710171, 1.114915, 1.699937, 1.120032
1.080000, 1.699364, 1.110318, 1.689350, 1.115325
1.100000, 1.688189, 1.105905, 1.678394, 1.110803
1.120000, 1.676662, 1.101669, 1.667083, 1.106459
1.140000, 1.664795, 1.097602, 1.655432, 1.102284
1.160000, 1.652603, 1.093698, 1.643453, 1.098274
1.180000, 1.640099, 1.089950, 1.631160, 1.094420
1.200000, 1.627295, 1.086352, 1.618564, 1.090718
1.220000, 1.614204, 1.082898, 1.605678, 1.087161
1.240000, 1.600835, 1.079582, 1.592514, 1.083743
1.260000, 1.587202, 1.076399, 1.579081, 1.080460
1.280000, 1.573314, 1.073343, 1.565391, 1.077305
1.300000, 1.559181, 1.070409, 1.551453, 1.074274
1.320000, 1.544814, 1.067593, 1.537277, 1.071361
1.340000, 1.530222, 1.064889, 1.522874, 1.068563
1.360000, 1.515413, 1.062294, 1.508250, 1.065875
1.380000, 1.500396, 1.059802, 1.493416, 1.063292
1.400000, 1.485180, 1.057410, 1.478380, 1.060810
1.420000, 1.469773, 1.055113, 1.463149, 1.058426
1.440000, 1.454182, 1.052909, 1.447730, 1.056135
1.460000, 1.438415, 1.050793, 1.432133, 1.053934
1.480000, 1.422478, 1.048761, 1.416362, 1.051819
1.500000, 1.406379, 1.046810, 1.400426, 1.049787
1.520000, 1.390124, 1.044938, 1.384330, 1.047835
1.540000, 1.373719, 1.043140, 1.368081, 1.045959
1.560000, 1.357170, 1.041415, 1.351686, 1.044157
1.580000, 1.340483, 1.039758, 1.335149, 1.042426
1.600000, 1.323664, 1.038168, 1.318476, 1.040762
1.620000, 1.306718, 1.036641, 1.301672, 1.039164
1.640000, 1.289649, 1.035176, 1.284743, 1.037628
1.660000, 1.272463, 1.033769, 1.267694, 1.036153
