0, 0.000165
2, 0.000172
5, 0.000163
8, 0.000166
11, 0.000179
13, 0.000172
16, 0.000175
19, 0.000165
22, 0.000170
24, 0.000168
27, 0.000174
30, 0.000171
33, 0.000177
35, 0.000164
38, 0.000183
41, 0.000177
44, 0.000164
46, 0.000189
49, 0.000127
52, 0.000215
55, 0.000209
57, 0.000217
60, 0.000216
63, 0.000223
66, 0.000183
68, 0.000158
71, 0.000254
74, 0.000260
77, 0.000064
79, 0.000241
82, 0.000159
85, 0.000147
88, 0.000332
90, 0.000139
93, 0.000137
96, 0.000192
99, 0.000307
101, 0.000089
104, 0.000142
107, 0.000123
110, 0.000261
112, 0.000142
115, 0.000084
118, 0.000239
121, 0.000220
123, 0.000373
126, 0.000200
129, 0.000157
132, 0.000055
134, 0.000230
137, 0.000245
140, 0.000214
143, 0.000194
145, 0.000158
148, 0.000128
151, 0.000218
154, 0.000107
156, 0.000102
159, 0.000189
162, 0.000343
165, 0.000271
167, 0.000125
170, 0.000103
173, 0.000228
176, 0.000221
178, 0.000728
181, 0.000932
184, 0.000945
187, 0.000900
189, 0.000658
192, 0.001276
195, 0.001187
198, 0.001030
200, 0.000571
203, 0.000107
206, 0.000221
209, 0.000252
211, 0.000201
214, 0.000312
217, 0.000153
220, 0.000201
222, 0.000200
225, 0.000221
228, 0.000205
231, 0.000162
233, 0.000146
236, 0.000176
239, 0.000154
242, 0.000189
244, 0.000150
247, 0.000180
250, 0.000110
253, 0.000147
255, 0.000115
258, 0.000161
261, 0.000155
264, 0.000208
266, 0.000111
269, 0.000250
272, 0.000257
275, 0.000284
277, 0.000334
280, 0.000383
283, 0.000214
286, 0.000217
288, 0.000226
291, 0.000108
294, 0.000194
297, 0.000199
299, 0.000142
302, 0.000223
305, 0.000216
308, 0.000130
310, 0.000117
313, 0.000146
316, 0.000078
319, 0.000154
321, 0.000199
324, 0.000193
327, 0.000217
330, 0.000174
332, 0.000147
335, 0.000324
338, 0.000367
341, 0.000339
343, 0.000178
346, 0.000140
349, 0.000263
352, 0.000320
354, 0.000589
357, 0.001009
360, 0.001166
363, 0.001039
365, 0.000792
368, 0.000426
371, 0.001515
374, 0.000759
376, 0.001841
379, 0.002847
382, 0.002329
385, 0.000170
387, 0.002455
390, 0.004198
393, 0.004211
396, 0.003881
398, 0.002648
401, 0.001602
404, 0.001144
407, 0.000647
409, 0.000820
412, 0.000617
415, 0.000331
418, 0.000353
420, 0.000037
423, 0.000262
426, 0.000264
429, 0.000137
431, 0.000202
434, 0.000113
437, 0.000044
440, 0.000187
442, 0.000236
445, 0.000370
448, 0.000357
451, 0.000332
453, 0.000263
456, 0.000298
459, 0.000316
462, 0.000283
464, 0.000190
467, 0.000025
470, 0.000060
473, 0.000099
475, 0.000115
478, 0.000223
481, 0.000231
484, 0.000231
486, 0.000228
489, 0.000298
492, 0.000383
495, 0.000271
497, 0.000233
500, 0.000229
503, 0.000190
506, 0.000121
508, 0.000154
511, 0.000103
514, 0.000228
517, 0.000084
519, 0.000249
522, 0.000322
525, 0.000446
528, 0.000178
530, 0.000207
533, 0.000445
536, 0.000825
539, 0.001092
541, 0.000978
544, 0.001129
547, 0.001138
550, 0.000692
552, 0.001056
555, 0.000682
558, 0.001026
561, 0.000689
563, 0.000843
566, 0.000702
569, 0.000976
572, 0.001277
574, 0.000901
577, 0.000971
580, 0.000844
583, 0.000376
585, 0.000294
588, 0.000489
591, 0.000201
594, 0.000220
596, 0.000365
599, 0.000088
602, 0.000226
605, 0.000245
607, 0.000137
610, 0.000201
613, 0.000162
616, 0.000126
618, 0.000138
621, 0.000208
624, 0.000226
627, 0.000148
629, 0.000148
632, 0.000215
635, 0.000217
638, 0.000292
640, 0.000283
643, 0.000258
646, 0.000324
649, 0.000286
651, 0.000206
654, 0.000179
657, 0.000196
660, 0.000174
662, 0.000040
665, 0.000139
668, 0.000157
671, 0.000339
673, 0.000383
676, 0.000431
679, 0.000371
682, 0.000400
