104, 14269, 106, 13942
106, 14923, 110, 13942
343, 18845, 110, 17395
367, 20000, 244, 20000
392, 20000, 415, 19968
342, 16640, 393, 17439
385, 15912, 207, 15271
197, 13602, 205, 15398
105, 15978, 220, 13696
104, 14266, 105, 15408
397, 14605, 373, 11169
219, 12887, 395, 14319
