0_X座標, 0_Y座標, 0_Z座標, 0_X回転, 0_Y回転, 0_Z回転, 1_X座標, 1_Y座標, 1_Z座標, 1_X回転, 1_Y回転, 1_Z回転, 2_X座標, 2_Y座標, 2_Z座標, 2_X回転, 2_Y回転, 2_Z回転, 3_X座標, 3_Y座標, 3_Z座標, 3_X回転, 3_Y回転, 3_Z回転, 4_X座標, 4_Y座標, 4_Z座標, 4_X回転, 4_Y回転, 4_Z回転, 5_X座標, 5_Y座標, 5_Z座標, 5_X回転, 5_Y回転, 5_Z回転, 6_X座標, 6_Y座標, 6_Z座標, 6_X回転, 6_Y回転, 6_Z回転, 7_X座標, 7_Y座標, 7_Z座標, 7_X回転, 7_Y回転, 7_Z回転, 8_X座標, 8_Y座標, 8_Z座標, 8_X回転, 8_Y回転, 8_Z回転, 9_X座標, 9_Y座標, 9_Z座標, 9_X回転, 9_Y回転, 9_Z回転, 10_X座標, 10_Y座標, 10_Z座標, 10_X回転, 10_Y回転, 10_Z回転, 11_X座標, 11_Y座標, 11_Z座標, 11_X回転, 11_Y回転, 11_Z回転, 12_X座標, 12_Y座標, 12_Z座標, 12_X回転, 12_Y回転, 12_Z回転, 13_X座標, 13_Y座標, 13_Z座標, 13_X回転, 13_Y回転, 13_Z回転, 14_X座標, 14_Y座標, 14_Z座標, 14_X回転, 14_Y回転, 14_Z回転, 15_X座標, 15_Y座標, 15_Z座標, 15_X回転, 15_Y回転, 15_Z回転, 16_X座標, 16_Y座標, 16_Z座標, 16_X回転, 16_Y回転, 16_Z回転, 17_X座標, 17_Y座標, 17_Z座標, 17_X回転, 17_Y回転, 17_Z回転, 18_X座標, 18_Y座標, 18_Z座標, 18_X回転, 18_Y回転, 18_Z回転, 19_X座標, 19_Y座標, 19_Z座標, 19_X回転, 19_Y回転, 19_Z回転, 20_X座標, 20_Y座標, 20_Z座標, 20_X回転, 20_Y回転, 20_Z回転, 21_X座標, 21_Y座標, 21_Z座標, 21_X回転, 21_Y回転, 21_Z回転, 22_X座標, 22_Y座標, 22_Z座標, 22_X回転, 22_Y回転, 22_Z回転, 23_X座標, 23_Y座標, 23_Z座標, 23_X回転, 23_Y回転, 23_Z回転, 24_X座標, 24_Y座標, 24_Z座標, 24_X回転, 24_Y回転, 24_Z回転, 25_X座標, 25_Y座標, 25_Z座標, 25_X回転, 25_Y回転, 25_Z回転, 26_X座標, 26_Y座標, 26_Z座標, 26_X回転, 26_Y回転, 26_Z回転
-4.749020 ,90.356400 ,4.420430 ,0.175880 ,-0.959330 ,5.815780 ,0.000000 ,4.931890 ,-1.118100 ,-0.070151 ,1.839840 ,-0.317937 ,0.000000 ,5.454280 ,1.040460 ,-0.094810 ,1.699670 ,-0.263392 ,-0.000000 ,5.816660 ,0.111686 ,-0.071947 ,1.927730 ,-0.198181 ,-0.000000 ,6.317800 ,-0.430704 ,-0.040486 ,2.149890 ,-0.196424 ,-0.000000 ,7.385670 ,-1.462400 ,-0.035070 ,2.103670 ,-0.215260 ,-0.000000 ,9.222880 ,-0.888062 ,-0.014690 ,2.081510 ,-0.315928 ,-0.000000 ,10.246400 ,1.531330 ,0.009994 ,0.124305 ,-0.008364 ,-0.000000 ,4.648110 ,0.694664 ,1.308810 ,-1.469900 ,8.058500 ,-0.000000 ,4.681750 ,0.409600 ,-1.936850 ,-2.591590 ,3.228360 ,-0.000000 ,4.690800 ,0.742950 ,-2.438790 ,0.078737 ,-0.781120 ,1.197360 ,-7.387440 ,7.316010 ,-1.984150 ,1.986340 ,-3.822590 ,12.580300 ,3.155590 ,-3.174250 ,-83.657800 ,18.191400 ,-8.943170 ,28.363900 ,0.058079 ,0.133078 ,1.582640 ,-0.097425 ,-7.648800 ,23.533500 ,0.048188 ,0.110415 ,-0.161421 ,-16.736500 ,-3.749920 ,-1.197360 ,-7.387430 ,7.315910 ,5.030300 ,4.367990 ,3.443250 ,-12.580300 ,3.155590 ,-3.174250 ,78.370800 ,15.902700 ,6.615640 ,-28.363900 ,0.058079 ,0.133078 ,-1.070330 ,-0.042756 ,5.164870 ,-23.533500 ,0.048188 ,0.110415 ,2.755260 ,-36.973200 ,2.328880 ,8.969780 ,-4.084010 ,1.973950 ,-2.607420 ,-4.182200 ,-10.054400 ,-0.827718 ,-37.651500 ,-0.636250 ,-0.148642 ,0.554823 ,-0.008965 ,-2.258990 ,-39.234100 ,-5.873930 ,4.587070 ,4.134990 ,14.227800 ,0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.656080 ,-2.324530 ,20.009300 ,0.827718 ,-37.651500 ,-0.636250 ,-0.007483 ,-0.027922 ,-0.000489 ,2.258990 ,-39.234100 ,-5.873930 ,-4.648740 ,3.143420 ,-14.191200 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.710130 ,90.336000 ,4.344310 ,0.148249 ,-0.963635 ,5.918000 ,0.000000 ,4.931890 ,-1.118100 ,-0.213474 ,1.836890 ,-0.360141 ,0.000000 ,5.454280 ,1.040460 ,-0.196558 ,1.709600 ,-0.325000 ,-0.000000 ,5.816660 ,0.111686 ,-0.133500 ,1.946810 ,-0.261370 ,-0.000000 ,6.317800 ,-0.430704 ,-0.060222 ,2.189330 ,-0.258827 ,-0.000000 ,7.385670 ,-1.462400 ,-0.025137 ,2.144250 ,-0.276287 ,-0.000000 ,9.222880 ,-0.888062 ,0.009855 ,2.123030 ,-0.385798 ,-0.000000 ,10.246400 ,1.531330 ,0.008881 ,0.122911 ,-0.009173 ,-0.000000 ,4.648110 ,0.694664 ,1.056210 ,-1.477320 ,5.892690 ,-0.000000 ,4.681750 ,0.409600 ,-1.531030 ,-2.720610 ,2.223440 ,-0.000000 ,4.690800 ,0.742950 ,-1.927640 ,-0.022646 ,-1.401130 ,1.197360 ,-7.387440 ,7.316010 ,-2.042790 ,1.940860 ,-3.856060 ,12.580300 ,3.155590 ,-3.174250 ,-83.609800 ,17.668700 ,-9.058250 ,28.363900 ,0.058079 ,0.133078 ,1.552170 ,-0.093534 ,-7.500780 ,23.533500 ,0.048188 ,0.110415 ,-0.045110 ,-16.811700 ,-3.692580 ,-1.197360 ,-7.387430 ,7.315910 ,4.923130 ,4.258550 ,3.384340 ,-12.580300 ,3.155590 ,-3.174250 ,78.654500 ,15.987400 ,6.804830 ,-28.363900 ,0.058079 ,0.133078 ,-1.072420 ,-0.042935 ,5.174990 ,-23.533500 ,0.048188 ,0.110415 ,2.816810 ,-36.794200 ,2.370340 ,8.969780 ,-4.084010 ,1.973950 ,-2.635840 ,-4.154170 ,-10.138100 ,-0.827718 ,-37.651500 ,-0.636250 ,-0.125719 ,0.469243 ,-0.007676 ,-2.258990 ,-39.234100 ,-5.873930 ,4.653140 ,4.113100 ,14.228700 ,0.756579 ,-9.598720 ,12.134800 ,0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.654430 ,-2.487780 ,19.875900 ,0.827718 ,-37.651500 ,-0.636250 ,0.040044 ,0.149438 ,0.002557 ,2.258990 ,-39.234100 ,-5.873930 ,-4.612460 ,3.040430 ,-14.206800 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.649930 ,90.329500 ,4.227530 ,0.123406 ,-0.936743 ,5.919790 ,0.000000 ,4.931890 ,-1.118100 ,-0.325465 ,1.838850 ,-0.401927 ,0.000000 ,5.454280 ,1.040460 ,-0.274204 ,1.725380 ,-0.382783 ,-0.000000 ,5.816660 ,0.111686 ,-0.179797 ,1.973900 ,-0.321238 ,-0.000000 ,6.317800 ,-0.430704 ,-0.073394 ,2.239840 ,-0.318622 ,-0.000000 ,7.385670 ,-1.462400 ,-0.017478 ,2.196320 ,-0.335940 ,-0.000000 ,9.222880 ,-0.888062 ,0.025046 ,2.176770 ,-0.451656 ,-0.000000 ,10.246400 ,1.531330 ,0.007939 ,0.121383 ,-0.010070 ,-0.000000 ,4.648110 ,0.694664 ,0.891967 ,-1.425960 ,4.469950 ,-0.000000 ,4.681750 ,0.409600 ,-1.261020 ,-2.874010 ,1.567310 ,-0.000000 ,4.690800 ,0.742950 ,-1.584730 ,-0.185594 ,-1.789530 ,1.197360 ,-7.387440 ,7.316010 ,-2.080600 ,1.899430 ,-3.886540 ,12.580300 ,3.155590 ,-3.174250 ,-83.449200 ,17.261900 ,-9.222700 ,28.363900 ,0.058079 ,0.133078 ,1.526220 ,-0.090283 ,-7.374730 ,23.533500 ,0.048188 ,0.110415 ,0.012551 ,-16.928900 ,-3.625860 ,-1.197360 ,-7.387430 ,7.315910 ,4.799910 ,4.151310 ,3.331710 ,-12.580300 ,3.155590 ,-3.174250 ,78.900300 ,16.164800 ,7.045640 ,-28.363900 ,0.058079 ,0.133078 ,-1.084330 ,-0.043958 ,5.232630 ,-23.533500 ,0.048188 ,0.110415 ,2.890570 ,-36.704000 ,2.402550 ,8.969780 ,-4.084010 ,1.973950 ,-2.670370 ,-4.164310 ,-10.168700 ,-0.827718 ,-37.651500 ,-0.636250 ,-0.099989 ,0.373188 ,-0.006188 ,-2.258990 ,-39.234100 ,-5.873930 ,4.681580 ,4.149340 ,14.226200 ,0.756579 ,-9.598720 ,12.134800 ,0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.636200 ,-2.745760 ,19.852600 ,0.827718 ,-37.651500 ,-0.636250 ,0.092996 ,0.347083 ,0.005777 ,2.258990 ,-39.234100 ,-5.873930 ,-4.547880 ,3.018040 ,-14.219800 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.578720 ,90.327000 ,4.121580 ,0.110076 ,-0.906969 ,5.875350 ,0.000000 ,4.931890 ,-1.118100 ,-0.384958 ,1.849280 ,-0.446736 ,0.000000 ,5.454280 ,1.040460 ,-0.309125 ,1.744990 ,-0.436858 ,-0.000000 ,5.816660 ,0.111686 ,-0.196433 ,2.002970 ,-0.377189 ,-0.000000 ,6.317800 ,-0.430704 ,-0.069827 ,2.288170 ,-0.374811 ,-0.000000 ,7.385670 ,-1.462400 ,-0.005884 ,2.245640 ,-0.394762 ,-0.000000 ,9.222880 ,-0.888062 ,0.032309 ,2.225070 ,-0.515041 ,-0.000000 ,10.246400 ,1.531330 ,0.007214 ,0.119750 ,-0.010890 ,-0.000000 ,4.648110 ,0.694664 ,0.792905 ,-1.312870 ,3.625960 ,-0.000000 ,4.681750 ,0.409600 ,-1.149270 ,-3.063820 ,1.177810 ,-0.000000 ,4.690800 ,0.742950 ,-1.444730 ,-0.466770 ,-1.991290 ,1.197360 ,-7.387440 ,7.316010 ,-2.039650 ,1.851130 ,-3.880090 ,12.580300 ,3.155590 ,-3.174250 ,-83.259600 ,17.253300 ,-9.375750 ,28.363900 ,0.058079 ,0.133078 ,1.513400 ,-0.088699 ,-7.312510 ,23.533500 ,0.048188 ,0.110415 ,-0.000721 ,-17.222800 ,-3.556440 ,-1.197360 ,-7.387430 ,7.315910 ,4.618210 ,4.038190 ,3.278950 ,-12.580300 ,3.155590 ,-3.174250 ,79.103300 ,16.414100 ,7.238780 ,-28.363900 ,0.058079 ,0.133078 ,-1.104850 ,-0.045748 ,5.331900 ,-23.533500 ,0.048188 ,0.110415 ,2.892920 ,-36.675200 ,2.338200 ,8.969780 ,-4.084010 ,1.973950 ,-2.716140 ,-4.176200 ,-10.187700 ,-0.827718 ,-37.651500 ,-0.636250 ,-0.077097 ,0.287734 ,-0.004829 ,-2.258990 ,-39.234100 ,-5.873930 ,4.702930 ,4.196200 ,14.222300 ,0.756579 ,-9.598720 ,12.134800 ,0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.596070 ,-2.971990 ,19.841300 ,0.827718 ,-37.651500 ,-0.636250 ,0.134349 ,0.501460 ,0.008165 ,2.258990 ,-39.234100 ,-5.873930 ,-4.481260 ,3.011160 ,-14.227600 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.507440 ,90.321500 ,4.053640 ,0.095424 ,-0.904030 ,5.780120 ,0.000000 ,4.931890 ,-1.118100 ,-0.412428 ,1.849360 ,-0.490397 ,0.000000 ,5.454280 ,1.040460 ,-0.317916 ,1.757160 ,-0.484987 ,-0.000000 ,5.816660 ,0.111686 ,-0.194476 ,2.029490 ,-0.426218 ,-0.000000 ,6.317800 ,-0.430704 ,-0.055467 ,2.341420 ,-0.423785 ,-0.000000 ,7.385670 ,-1.462400 ,0.009993 ,2.305750 ,-0.448203 ,-0.000000 ,9.222880 ,-0.888062 ,0.038795 ,2.286870 ,-0.572748 ,-0.000000 ,10.246400 ,1.531330 ,0.006764 ,0.117999 ,-0.011601 ,-0.000000 ,4.648110 ,0.694664 ,0.735723 ,-1.167380 ,3.086300 ,-0.000000 ,4.681750 ,0.409600 ,-1.110300 ,-3.299080 ,0.928688 ,-0.000000 ,4.690800 ,0.742950 ,-1.432200 ,-0.810128 ,-2.055810 ,1.197360 ,-7.387440 ,7.316010 ,-1.987280 ,1.780060 ,-3.839980 ,12.580300 ,3.155590 ,-3.174250 ,-83.061800 ,17.493300 ,-9.488830 ,28.363900 ,0.058079 ,0.133078 ,1.517250 ,-0.089173 ,-7.331170 ,23.533500 ,0.048188 ,0.110415 ,-0.059407 ,-17.615700 ,-3.527900 ,-1.197360 ,-7.387430 ,7.315910 ,4.400310 ,3.904480 ,3.219180 ,-12.580300 ,3.155590 ,-3.174250 ,79.317400 ,16.556600 ,7.383500 ,-28.363900 ,0.058079 ,0.133078 ,-1.120580 ,-0.047144 ,5.408000 ,-23.533500 ,0.048188 ,0.110415 ,2.801020 ,-36.573900 ,2.151530 ,8.969780 ,-4.084010 ,1.973950 ,-2.749610 ,-4.111050 ,-10.184100 ,-0.827718 ,-37.651500 ,-0.636250 ,-0.041279 ,0.154045 ,-0.002633 ,-2.258990 ,-39.234100 ,-5.873930 ,4.728020 ,4.218330 ,14.220800 ,0.756579 ,-9.598720 ,12.134800 ,0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.565820 ,-3.092420 ,19.847500 ,0.827718 ,-37.651500 ,-0.636250 ,0.154110 ,0.575239 ,0.009268 ,2.258990 ,-39.234100 ,-5.873930 ,-4.450460 ,3.011000 ,-14.230000 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.474970 ,90.309200 ,4.069550 ,0.079048 ,-0.924814 ,5.663190 ,0.000000 ,4.931890 ,-1.118100 ,-0.435307 ,1.830620 ,-0.526157 ,0.000000 ,5.454280 ,1.040460 ,-0.323607 ,1.754410 ,-0.523278 ,-0.000000 ,5.816660 ,0.111686 ,-0.190383 ,2.044990 ,-0.464333 ,-0.000000 ,6.317800 ,-0.430704 ,-0.040582 ,2.389260 ,-0.461266 ,-0.000000 ,7.385670 ,-1.462400 ,0.027527 ,2.366960 ,-0.490350 ,-0.000000 ,9.222880 ,-0.888062 ,0.049930 ,2.353640 ,-0.620033 ,-0.000000 ,10.246400 ,1.531330 ,0.006584 ,0.116441 ,-0.012137 ,-0.000000 ,4.648110 ,0.694664 ,0.711063 ,-1.013450 ,2.714270 ,-0.000000 ,4.681750 ,0.409600 ,-1.066000 ,-3.502890 ,0.758276 ,-0.000000 ,4.690800 ,0.742950 ,-1.451690 ,-1.129940 ,-2.025170 ,1.197360 ,-7.387440 ,7.316010 ,-1.952660 ,1.706440 ,-3.789260 ,12.580300 ,3.155590 ,-3.174250 ,-82.838400 ,17.892300 ,-9.529480 ,28.363900 ,0.058079 ,0.133078 ,1.536340 ,-0.091545 ,-7.423890 ,23.533500 ,0.048188 ,0.110415 ,-0.137832 ,-18.090200 ,-3.504670 ,-1.197360 ,-7.387430 ,7.315910 ,4.168420 ,3.774020 ,3.150600 ,-12.580300 ,3.155590 ,-3.174250 ,79.565100 ,16.661600 ,7.433790 ,-28.363900 ,0.058079 ,0.133078 ,-1.128990 ,-0.047900 ,5.448740 ,-23.533500 ,0.048188 ,0.110415 ,2.712280 ,-36.484900 ,1.972210 ,8.969780 ,-4.084010 ,1.973950 ,-2.750670 ,-3.922790 ,-10.138400 ,-0.827718 ,-37.651500 ,-0.636250 ,0.015730 ,-0.058695 ,0.001033 ,-2.258990 ,-39.234100 ,-5.873930 ,4.773410 ,4.179680 ,14.226000 ,0.756579 ,-9.598720 ,12.134800 ,0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.565070 ,-3.072220 ,19.961300 ,0.827718 ,-37.651500 ,-0.636250 ,0.149676 ,0.558686 ,0.009023 ,2.258990 ,-39.234100 ,-5.873930 ,-4.453560 ,2.984410 ,-14.230100 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.454720 ,90.296800 ,4.136100 ,0.047995 ,-0.920578 ,5.519920 ,0.000000 ,4.931890 ,-1.118100 ,-0.447950 ,1.792260 ,-0.561967 ,0.000000 ,5.454280 ,1.040460 ,-0.321532 ,1.734000 ,-0.560126 ,-0.000000 ,5.816660 ,0.111686 ,-0.180829 ,2.042680 ,-0.500009 ,-0.000000 ,6.317800 ,-0.430704 ,-0.022999 ,2.417330 ,-0.496147 ,-0.000000 ,7.385670 ,-1.462400 ,0.045880 ,2.411750 ,-0.530241 ,-0.000000 ,9.222880 ,-0.888062 ,0.060327 ,2.403730 ,-0.665343 ,-0.000000 ,10.246400 ,1.531330 ,0.006558 ,0.115294 ,-0.012704 ,-0.000000 ,4.648110 ,0.694664 ,0.719933 ,-0.861318 ,2.560200 ,-0.000000 ,4.681750 ,0.409600 ,-1.038120 ,-3.639220 ,0.688220 ,-0.000000 ,4.690800 ,0.742950 ,-1.478320 ,-1.383350 ,-2.021940 ,1.197360 ,-7.387440 ,7.316010 ,-1.941210 ,1.643660 ,-3.728360 ,12.580300 ,3.155590 ,-3.174250 ,-82.657000 ,18.356800 ,-9.467680 ,28.363900 ,0.058079 ,0.133078 ,1.561650 ,-0.094737 ,-7.546820 ,23.533500 ,0.048188 ,0.110415 ,-0.232467 ,-18.629700 ,-3.499830 ,-1.197360 ,-7.387430 ,7.315910 ,3.917360 ,3.645300 ,3.057100 ,-12.580300 ,3.155590 ,-3.174250 ,79.862200 ,16.734700 ,7.368630 ,-28.363900 ,0.058079 ,0.133078 ,-1.143000 ,-0.049170 ,5.516520 ,-23.533500 ,0.048188 ,0.110415 ,2.611890 ,-36.299200 ,1.827440 ,8.969780 ,-4.084010 ,1.973950 ,-2.731610 ,-3.706420 ,-10.036200 ,-0.827718 ,-37.651500 ,-0.636250 ,0.083336 ,-0.310904 ,0.005653 ,-2.258990 ,-39.234100 ,-5.873930 ,4.836260 ,4.112240 ,14.233900 ,0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.585150 ,-2.986180 ,20.181900 ,0.827718 ,-37.651500 ,-0.636250 ,0.118314 ,0.441598 ,0.007253 ,2.258990 ,-39.234100 ,-5.873930 ,-4.482560 ,2.976490 ,-14.226800 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.426620 ,90.285500 ,4.196650 ,0.041620 ,-0.928737 ,5.374770 ,0.000000 ,4.931890 ,-1.118100 ,-0.451199 ,1.764970 ,-0.598436 ,0.000000 ,5.454280 ,1.040460 ,-0.313627 ,1.720060 ,-0.596150 ,-0.000000 ,5.816660 ,0.111686 ,-0.168609 ,2.041460 ,-0.534412 ,-0.000000 ,6.317800 ,-0.430704 ,-0.006387 ,2.436840 ,-0.529597 ,-0.000000 ,7.385670 ,-1.462400 ,0.060138 ,2.443520 ,-0.568664 ,-0.000000 ,9.222880 ,-0.888062 ,0.064231 ,2.439260 ,-0.707533 ,-0.000000 ,10.246400 ,1.531330 ,0.006467 ,0.114544 ,-0.013325 ,-0.000000 ,4.648110 ,0.694664 ,0.734397 ,-0.732894 ,2.484760 ,-0.000000 ,4.681750 ,0.409600 ,-1.032470 ,-3.736340 ,0.654153 ,-0.000000 ,4.690800 ,0.742950 ,-1.509710 ,-1.573200 ,-1.989660 ,1.197360 ,-7.387440 ,7.316010 ,-1.972980 ,1.599150 ,-3.687340 ,12.580300 ,3.155590 ,-3.174250 ,-82.536300 ,18.680100 ,-9.392590 ,28.363900 ,0.058079 ,0.133078 ,1.583490 ,-0.097536 ,-7.652930 ,23.533500 ,0.048188 ,0.110415 ,-0.296011 ,-19.154800 ,-3.480130 ,-1.197360 ,-7.387430 ,7.315910 ,3.666980 ,3.530190 ,2.965850 ,-12.580300 ,3.155590 ,-3.174250 ,80.150100 ,16.760500 ,7.271370 ,-28.363900 ,0.058079 ,0.133078 ,-1.160510 ,-0.050783 ,5.601270 ,-23.533500 ,0.048188 ,0.110415 ,2.510320 ,-36.101400 ,1.694330 ,8.969780 ,-4.084010 ,1.973950 ,-2.736710 ,-3.503410 ,-9.883200 ,-0.827718 ,-37.651500 ,-0.636250 ,0.140824 ,-0.525298 ,0.009815 ,-2.258990 ,-39.234100 ,-5.873930 ,4.871020 ,4.055200 ,14.238900 ,0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.579580 ,-2.884940 ,20.440500 ,0.827718 ,-37.651500 ,-0.636250 ,0.085889 ,0.320551 ,0.005355 ,2.258990 ,-39.234100 ,-5.873930 ,-4.538620 ,2.968960 ,-14.224200 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.406020 ,90.276200 ,4.248850 ,0.002571 ,-0.938774 ,5.222450 ,0.000000 ,4.931890 ,-1.118100 ,-0.434035 ,1.745350 ,-0.629628 ,0.000000 ,5.454280 ,1.040460 ,-0.290542 ,1.709400 ,-0.624395 ,-0.000000 ,5.816660 ,0.111686 ,-0.146064 ,2.039360 ,-0.560986 ,-0.000000 ,6.317800 ,-0.430704 ,0.015357 ,2.447930 ,-0.555182 ,-0.000000 ,7.385670 ,-1.462400 ,0.076248 ,2.463370 ,-0.599691 ,-0.000000 ,9.222880 ,-0.888062 ,0.067567 ,2.461270 ,-0.741669 ,-0.000000 ,10.246400 ,1.531330 ,0.006416 ,0.114120 ,-0.013851 ,-0.000000 ,4.648110 ,0.694664 ,0.750888 ,-0.618506 ,2.434840 ,-0.000000 ,4.681750 ,0.409600 ,-1.030340 ,-3.797740 ,0.632190 ,-0.000000 ,4.690800 ,0.742950 ,-1.548530 ,-1.738210 ,-1.912580 ,1.197360 ,-7.387440 ,7.316010 ,-2.033830 ,1.571800 ,-3.658420 ,12.580300 ,3.155590 ,-3.174250 ,-82.478000 ,18.890000 ,-9.301260 ,28.363900 ,0.058079 ,0.133078 ,1.598830 ,-0.099527 ,-7.727470 ,23.533500 ,0.048188 ,0.110415 ,-0.356169 ,-19.664900 ,-3.493260 ,-1.197360 ,-7.387430 ,7.315910 ,3.446830 ,3.436510 ,2.886070 ,-12.580300 ,3.155590 ,-3.174250 ,80.393800 ,16.730100 ,7.189930 ,-28.363900 ,0.058079 ,0.133078 ,-1.175500 ,-0.052184 ,5.673850 ,-23.533500 ,0.048188 ,0.110415 ,2.399020 ,-35.850700 ,1.559240 ,8.969780 ,-4.084010 ,1.973950 ,-2.696880 ,-3.336060 ,-9.720930 ,-0.827718 ,-37.651500 ,-0.636250 ,0.183525 ,-0.684502 ,0.013045 ,-2.258990 ,-39.234100 ,-5.873930 ,4.884360 ,3.964580 ,14.247700 ,0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.617210 ,-2.816200 ,20.627400 ,0.827718 ,-37.651500 ,-0.636250 ,0.064735 ,0.241591 ,0.004081 ,2.258990 ,-39.234100 ,-5.873930 ,-4.584630 ,2.986600 ,-14.216900 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
-4.389740 ,90.270600 ,4.297610 ,-0.028318 ,-0.970211 ,5.104300 ,0.000000 ,4.931890 ,-1.118100 ,-0.410090 ,1.736290 ,-0.651935 ,0.000000 ,5.454280 ,1.040460 ,-0.264780 ,1.704770 ,-0.643043 ,-0.000000 ,5.816660 ,0.111686 ,-0.123102 ,2.038150 ,-0.577907 ,-0.000000 ,6.317800 ,-0.430704 ,0.035246 ,2.451310 ,-0.570986 ,-0.000000 ,7.385670 ,-1.462400 ,0.090279 ,2.470450 ,-0.620116 ,-0.000000 ,9.222880 ,-0.888062 ,0.070848 ,2.468710 ,-0.764142 ,-0.000000 ,10.246400 ,1.531330 ,0.006403 ,0.114020 ,-0.014234 ,-0.000000 ,4.648110 ,0.694664 ,0.767331 ,-0.523204 ,2.398850 ,-0.000000 ,4.681750 ,0.409600 ,-1.024800 ,-3.843400 ,0.617188 ,-0.000000 ,4.690800 ,0.742950 ,-1.579710 ,-1.851070 ,-1.827430 ,1.197360 ,-7.387440 ,7.316010 ,-2.134610 ,1.557670 ,-3.640640 ,12.580300 ,3.155590 ,-3.174250 ,-82.445000 ,18.949900 ,-9.190460 ,28.363900 ,0.058079 ,0.133078 ,1.611770 ,-0.101223 ,-7.790370 ,23.533500 ,0.048188 ,0.110415 ,-0.403513 ,-20.039500 ,-3.511910 ,-1.197360 ,-7.387430 ,7.315910 ,3.274720 ,3.365910 ,2.817410 ,-12.580300 ,3.155590 ,-3.174250 ,80.607600 ,16.655100 ,7.116180 ,-28.363900 ,0.058079 ,0.133078 ,-1.186270 ,-0.053203 ,5.725990 ,-23.533500 ,0.048188 ,0.110415 ,2.288030 ,-35.579700 ,1.443040 ,8.969780 ,-4.084010 ,1.973950 ,-2.662430 ,-3.179630 ,-9.625460 ,-0.827718 ,-37.651500 ,-0.636250 ,0.214347 ,-0.799388 ,0.015449 ,-2.258990 ,-39.234100 ,-5.873930 ,4.900550 ,3.896310 ,14.255400 ,0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,0.000000 ,-8.969780 ,-4.084010 ,1.973950 ,3.647120 ,-2.722640 ,20.693200 ,0.827718 ,-37.651500 ,-0.636250 ,0.042220 ,0.157558 ,0.002693 ,2.258990 ,-39.234100 ,-5.873930 ,-4.605070 ,3.009120 ,-14.210000 ,-0.756579 ,-9.598720 ,12.134800 ,-0.000000 ,-0.000000 ,-0.000000
