0.000000, 1.000000, 2.000000, 1.000000, 2.000000
0.100000, 1.300000, 1.800000, 1.262538, 1.818731
0.200000, 1.520000, 1.640000, 1.459360, 1.670320
0.300000, 1.676000, 1.512000, 1.602377, 1.548812
0.400000, 1.780800, 1.409600, 1.701342, 1.449329
0.500000, 1.844640, 1.327680, 1.764241, 1.367879
0.600000, 1.875712, 1.262144, 1.797612, 1.301194
0.700000, 1.880570, 1.209715, 1.806806, 1.246597
0.800000, 1.864456, 1.167772, 1.796207, 1.201897
0.900000, 1.831565, 1.134218, 1.769402, 1.165299
1.000000, 1.785252, 1.107374, 1.729329, 1.135335
1.100000, 1.728201, 1.085899, 1.678394, 1.110803
1.200000, 1.662561, 1.068719, 1.618564, 1.090718
1.300000, 1.590049, 1.054976, 1.551453, 1.074274
1.400000, 1.512039, 1.043980, 1.478380, 1.060810
1.500000, 1.429631, 1.035184, 1.400426, 1.049787
1.600000, 1.343705, 1.028147, 1.318476, 1.040762
1.700000, 1.254964, 1.022518, 1.233253, 1.033373
1.800000, 1.163971, 1.018014, 1.145353, 1.027324
1.900000, 1.071177, 1.014412, 1.055258, 1.022371
2.000000, 0.976942, 1.011529, 0.963369, 1.018316
