0.000000, 0.000000, 7.000000, 0.000000
0.040000, 0.280000, 5.600000, 0.254183
0.080000, 0.504000, 4.548800, 0.464504
0.120000, 0.685952, 3.763200, 0.640745
0.160000, 0.836480, 3.179988, 0.790618
0.200000, 0.963680, 2.751146, 0.920209
0.240000, 1.073725, 2.440200, 1.034321
0.280000, 1.171333, 2.219454, 1.136756
0.320000, 1.260112, 2.067883, 1.230521
0.360000, 1.342827, 1.969533, 1.318004
0.400000, 1.421608, 1.912305, 1.401107
0.440000, 1.498100, 1.887030, 1.481346
0.480000, 1.573582, 1.886768, 1.559940
0.520000, 1.649052, 1.906274, 1.637870
0.560000, 1.725303, 1.941592, 1.715937
0.600000, 1.802967, 1.989746, 1.794795
0.640000, 1.882557, 2.048509, 1.874987
0.680000, 1.964497, 2.116221, 1.956970
0.720000, 2.049146, 2.191656, 2.041133
0.760000, 2.136812, 2.273920, 2.127814
0.800000, 2.227769, 2.362371, 2.217311
0.840000, 2.322264, 2.456561, 2.309893
0.880000, 2.420526, 2.556192, 2.405807
0.920000, 2.522774, 2.661080, 2.505285
0.960000, 2.629217, 2.771130, 2.608545
1.000000, 2.740062, 2.886316, 2.715803
1.040000, 2.855515, 3.006668, 2.827267
1.080000, 2.975782, 3.132258, 2.943146
1.120000, 3.101072, 3.263194, 3.063648
1.160000, 3.231600, 3.399612, 3.188984
1.200000, 3.367584, 3.541674, 3.319370
1.240000, 3.509251, 3.689559, 3.455026
1.280000, 3.656834, 3.843468, 3.596178
1.320000, 3.810572, 4.003614, 3.743058
1.360000, 3.970717, 4.170229, 3.895907
1.400000, 4.137526, 4.343555, 4.054975
1.440000, 4.311268, 4.523850, 4.220519
1.480000, 4.492222, 4.711385, 4.392807
1.520000, 4.680678, 4.906441, 4.572116
1.560000, 4.876935, 5.109316, 4.758735
1.600000, 5.081308, 5.320317, 4.952965
1.640000, 5.294121, 5.539767, 5.155116
1.680000, 5.515711, 5.768003, 5.365514
1.720000, 5.746432, 6.005373, 5.584495
1.760000, 5.986646, 6.252242, 5.812411
1.800000, 6.236736, 6.508989, 6.049627
1.840000, 6.497096, 6.776008, 6.296522
1.880000, 6.768136, 7.053709, 6.553492
1.920000, 7.050284, 7.342520, 6.820949
1.960000, 7.343985, 7.642884, 7.099319
2.000000, 7.649700, 7.955264, 7.389050
