0.000000, 0.000000, 7.000000
0.100000, 0.700000, 3.500000
0.200000, 1.050000, 2.170000
0.300000, 1.267000, 1.715000
0.400000, 1.438500, 1.617700
0.500000, 1.600270, 1.671950
0.600000, 1.767465, 1.796137
0.700000, 1.947079, 1.958548
0.800000, 2.142933, 2.147521
0.900000, 2.357686, 2.359521
1.000000, 2.593638, 2.594372
1.100000, 2.853075, 2.853368
1.200000, 3.138412, 3.138529
1.300000, 3.452265, 3.452311
1.400000, 3.797496, 3.797514
1.500000, 4.177247, 4.177255
1.600000, 4.594973, 4.594976
1.700000, 5.054470, 5.054471
1.800000, 5.559917, 5.559918
1.900000, 6.115909, 6.115909
2.000000, 6.727500, 6.727500
